-8.715834223382195,324.566223144531
-5.09953782110162,117.311325073242
-4.370579926255496,330.1996783112146
-9.909782214646219,142.60698335484162
-7.366074582415173,354.9623736237146
-4.416483079882589,142.34139145681235
-7.366074582415173,311.81797204490414
-9.909782214646219,186.390213012695
-7.366074582415173,334.09237459395604
-9.909782214646219,215.704513549805
-4.370579926255496,355.6531598573039
-9.909782214646219,147.18536775425562
-8.715834223382195,329.2584730738144
-9.909782214646219,167.55809393603536
-8.715834223382195,320.6430344362888
-9.909782214646219,198.09757290004887
-7.366074582415173,314.16015994831184
-9.909782214646219,229.3218803152319
-8.715834223382195,305.04077518268684
-9.909782214646219,246.31008031701006
-12.661499730709977,301.56791274191124
-11.435362603507237,248.71425963346798
-8.715834223382195,348.0463395627901
-9.909782214646219,202.9878979556629
-8.715834223382195,318.4921827785823
-9.909782214646219,245.19788190392902
-10.190693406595644,294.591156005859
-11.435362603507237,248.71615172331198
-8.715834223382195,321.317779541016
-5.09953782110162,114.69766998291
-8.715834223382195,323.0762555604289
-9.909782214646219,114.05835995161245
-7.366074582415173,325.212585449219
-7.33796313075742,116.650833129883
-8.715834223382195,334.15068793347587
-9.909782214646219,114.706314086914
